ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
20,Kjetil Andr Aamodt,M,30,176,85,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Combined,Gold
20,Kjetil Andr Aamodt,M,34,176,85,Norway,NOR,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Men's Super G,Gold
25,Alf Lied Aanning,M,24,NA,NA,Norway,NOR,1920 Summer,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Silver
30,Pepijn Aardewijn,M,26,189,72,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Lightweight Double Sculls,Silver
38,Karl Jan Aas,M,20,NA,NA,Norway,NOR,1920 Summer,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Silver
40,Roald Edgar Aas,M,23,NA,NA,Norway,NOR,1952 Winter,1952,Winter,Oslo,Speed Skating,"Speed Skating Men's 1,500 metres",Bronze
40,Roald Edgar Aas,M,31,NA,NA,Norway,NOR,1960 Winter,1960,Winter,Squaw Valley,Speed Skating,"Speed Skating Men's 1,500 metres",Gold
42,Thomas Valentin Aas,M,25,NA,NA,Taifun,NOR,1912 Summer,1912,Summer,Stockholm,Sailing,Sailing Mixed 8 metres,Gold
56,Ren Abadie,M,21,NA,NA,France,FRA,1956 Summer,1956,Summer,Melbourne,Cycling,"Cycling Men's Road Race, Team",Gold
62,Giovanni Abagnale,M,21,198,90,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Pairs,Bronze
63,Jos Luis Abajo Gmez,M,30,194,87,Spain,ESP,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Men's epee, Individual",Bronze
72,Aleksey Aleksandrovich Abalmasov,M,28,180,83,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
73,Luc Abalo,M,23,182,86,France,FRA,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,Gold
73,Luc Abalo,M,27,182,86,France,FRA,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,Gold
73,Luc Abalo,M,31,182,86,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Silver
76,Jouan Patrice Abanda Etong,M,22,185,82,Cameroon,CMR,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Gold
80,Jos Mara Abarca Plotas,M,22,186,83,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Water Polo,Water Polo Men's Water Polo,Gold
84,Stephen Anthony Abas,M,26,165,55,United States,USA,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver
85,Alejandro Abascal Garca,M,28,181,82,Spain,ESP,1980 Summer,1980,Summer,Moskva,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Gold
86,Jos Manuel Abascal Gmez,M,26,182,67,Spain,ESP,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 1,500 metres",Bronze
93,Jol Marc Abati,M,38,190,85,France,FRA,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,Gold
99,Pter Abay,M,30,181,79,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Men's Sabre, Team",Silver
100,Oszkr Abay-Nemes,M,22,NA,NA,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
103,Silvano Abba,M,25,NA,NA,Italy,ITA,1936 Summer,1936,Summer,Berlin,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze
106,Agostino Abbagnale,M,22,188,96,Italy,ITA,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Quadruple Sculls,Gold
106,Agostino Abbagnale,M,29,188,96,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Double Sculls,Gold
106,Agostino Abbagnale,M,34,188,96,Italy,ITA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Quadruple Sculls,Gold
107,Carmine Abbagnale,M,22,182,90,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Pairs,Gold
107,Carmine Abbagnale,M,26,182,90,Italy,ITA,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Pairs,Gold
107,Carmine Abbagnale,M,30,182,90,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Pairs,Silver
108,Giuseppe Abbagnale,M,25,187,97,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Pairs,Gold
108,Giuseppe Abbagnale,M,29,187,97,Italy,ITA,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Pairs,Gold
108,Giuseppe Abbagnale,M,33,187,97,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Pairs,Silver
139,"George ""Ioannis"" Abbot",M,NA,NA,NA,Thessalonki-1,GRE,1906 Summer,1906,Summer,Athina,Football,Football Men's Football,Bronze
143,"Desmond ""Des"" Abbott",M,21,184,87,Australia,AUS,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Bronze
145,Jeremy Abbott,M,28,175,70,United States,USA,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Team,Bronze
250,Saeid Morad Abdevali,M,26,170,80,Iran,IRI,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Bronze
297,Lala Abdul Rashid,M,38,169,91,Pakistan,PAK,1960 Summer,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Gold
298,Muhammad Abdul Rashid,M,23,181,72,Pakistan,PAK,1964 Summer,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,Silver
316,Zagalav Abdulbekovich Abdulbekov,M,26,160,62,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
337,Mukhammad Kadyr Abdullayev,M,26,169,63,Uzbekistan,UZB,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Light-Welterweight,Gold
339,Namiq Yadulla Abdullayev,M,25,167,55,Azerbaijan,AZE,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Flyweight, Freestyle",Silver
339,Namiq Yadulla Abdullayev,M,29,167,55,Azerbaijan,AZE,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold
351,Julius Shareef Abdur-Rahim,M,23,202,104,United States,USA,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Men's Basketball,Gold
357,Yusup Abdusalomov,M,30,170,84,Tajikistan,TJK,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Silver
359,Andrey Khakimovich Abduvaliyev,M,26,190,125,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Hammer Throw,Gold
367,Masashi Abe,M,28,175,64,Japan,JPN,1994 Winter,1994,Winter,Lillehammer,Nordic Combined,Nordic Combined Men's Team,Gold
379,Addis Abebe,M,21,160,50,Ethiopia,ETH,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 10,000 metres",Bronze
385,"Max ""Xam"" Abegglen",M,22,NA,NA,Switzerland,SUI,1924 Summer,1924,Summer,Paris,Football,Football Men's Football,Silver
391,Clarence John Abel,M,23,185,102,United States,USA,1924 Winter,1924,Winter,Chamonix,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
392,George Gordon Abel,M,35,NA,NA,Canada,CAN,1952 Winter,1952,Winter,Oslo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
399,Egil Sten Abel,M,20,NA,NA,Fornebo,NOR,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 7 metres,Silver
401,Abelardo Fernndez Antua,M,22,NA,NA,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,Gold
404,"Louis Grenville ""Lou"" Abell",M,15,NA,NA,Vesper Boat Club,USA,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Coxed Eights,Gold
404,"Louis Grenville ""Lou"" Abell",M,19,NA,NA,Vesper Boat Club,USA,1904 Summer,1904,Summer,St. Louis,Rowing,Rowing Men's Coxed Eights,Gold
411,Gezahgne Abera,M,22,166,58,Ethiopia,ETH,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Marathon,Gold
416,Nils Georg berg,M,19,181,78,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Long Jump,Bronze
416,Nils Georg berg,M,19,181,78,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Triple Jump,Silver
423,Michael Brent Abernathy,M,22,182,84,United States,USA,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Gold
443,Ismail Abilov (-Nizamolu),M,29,172,82,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold
454,"Edgar Allen ""Ed"" Ablowich",M,19,182,68,United States,USA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
455,Denis Mikhaylovich Ablyazin,M,19,161,62,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,Bronze
455,Denis Mikhaylovich Ablyazin,M,19,161,62,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Horse Vault,Silver
455,Denis Mikhaylovich Ablyazin,M,24,161,62,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Silver
455,Denis Mikhaylovich Ablyazin,M,24,161,62,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horse Vault,Silver
455,Denis Mikhaylovich Ablyazin,M,24,161,62,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,Bronze
460,Viktor Andreyevich Aboimov,M,22,190,78,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
460,Viktor Andreyevich Aboimov,M,22,190,78,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
465,"Matthew ""Matt"" Abood",M,30,197,92,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
495,Alaaeldin Ahmad El-Sayyid Abouelkassem,M,21,188,87,Egypt,EGY,2012 Summer,2012,Summer,London,Fencing,"Fencing Men's Foil, Individual",Silver
507,Attila brahm,M,21,192,88,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Bronze
507,Attila brahm,M,21,192,88,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
507,Attila brahm,M,25,192,88,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
509,Gary Abraham,M,21,175,64,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
514,Ara Abrahamian,M,29,191,84,Sweden,SWE,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Silver
519,Harold Maurice Abrahams,M,24,183,75,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,Gold
519,Harold Maurice Abrahams,M,24,183,75,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
521,Isak Abrahamsen,M,21,NA,NA,Norway,NOR,1912 Summer,1912,Summer,Stockholm,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Gold
527,Erik Adolf Efraim Abrahamsson,M,22,172,61,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's Long Jump,Bronze
529,Karl Gustaf Emanuel Abrahamsson,M,31,NA,NA,Sweden,SWE,1928 Winter,1928,Winter,Sankt Moritz,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
543,Pavel Sergeyevich Abramov,M,25,198,89,Russia,RUS,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Men's Volleyball,Bronze
576,"Alejandro ""lex"" Abrines Redondo",M,23,198,93,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze
582,Saypulla Atavovich Absaidov,M,22,168,68,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold
583,Julien Absalon,M,23,180,68,France,FRA,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Men's Mountainbike, Cross-Country",Gold
583,Julien Absalon,M,27,180,68,France,FRA,2008 Summer,2008,Summer,Beijing,Cycling,"Cycling Men's Mountainbike, Cross-Country",Gold
608,Ahmad Abughaush,M,20,178,68,Jordan,JOR,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Featherweight,Gold
618,Aleksandr Veniaminovich Abushakhmetov,M,25,189,81,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's epee, Team",Bronze
619,Magomedgasan Mingazhutdinovich Abushev,M,20,170,62,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
629,William Accambray,M,24,194,104,France,FRA,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,Gold
634,Paul Accola,M,20,176,82,Switzerland,SUI,1988 Winter,1988,Winter,Calgary,Alpine Skiing,Alpine Skiing Men's Combined,Bronze
639,Domingo Gmez-Acedo Villanueva,M,21,NA,NA,Spain,ESP,1920 Summer,1920,Summer,Antwerpen,Football,Football Men's Football,Silver
646,Anibl Santiago Acevedo,M,21,176,67,Puerto Rico,PUR,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Welterweight,Bronze
654,Daniel Aceves Villagrn,M,19,158,52,Mexico,MEX,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Silver
669,Joachim Yaw Acheampong,M,18,181,73,Ghana,GHA,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,Bronze
670,Alfred Achermann,M,24,176,75,Switzerland,SUI,1984 Summer,1984,Summer,Los Angeles,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
673,Abdel Hak Achik,M,29,165,54,Morocco,MAR,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Featherweight,Bronze
674,Mohamed Abdelhak Achik,M,27,174,57,Morocco,MAR,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Bantamweight,Bronze
697,Fausto Alesio Acke (Padovini-),M,22,NA,NA,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold
698,Paul Douglas Ackerley,M,27,179,68,New Zealand,NZL,1976 Summer,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,Gold
699,"Charles Edwin ""Charley"" Ackerly",M,22,NA,NA,United States,USA,1920 Summer,1920,Summer,Antwerpen,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
702,Ronny Ackermann,M,24,184,69,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Nordic Combined,Nordic Combined Men's Team,Silver
702,Ronny Ackermann,M,24,184,69,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Nordic Combined,Nordic Combined Men's Sprint,Silver
702,Ronny Ackermann,M,28,184,69,Germany,GER,2006 Winter,2006,Winter,Torino,Nordic Combined,Nordic Combined Men's Team,Silver
705,Donat Acklin,M,26,190,99,Switzerland-1,SUI,1992 Winter,1992,Winter,Albertville,Bobsleigh,Bobsleigh Men's Two,Gold
705,Donat Acklin,M,26,190,99,Switzerland-1,SUI,1992 Winter,1992,Winter,Albertville,Bobsleigh,Bobsleigh Men's Four,Bronze
705,Donat Acklin,M,28,190,99,Switzerland-1,SUI,1994 Winter,1994,Winter,Lillehammer,Bobsleigh,Bobsleigh Men's Two,Gold
705,Donat Acklin,M,28,190,99,Switzerland-1,SUI,1994 Winter,1994,Winter,Lillehammer,Bobsleigh,Bobsleigh Men's Four,Silver
706,Guido Acklin,M,24,200,104,Switzerland-2,SUI,1994 Winter,1994,Winter,Lillehammer,Bobsleigh,Bobsleigh Men's Two,Silver
716,Lautaro Germn Acosta,M,20,168,72,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Gold
723,Osmay Acosta Duarte,M,23,188,91,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Heavyweight,Bronze
727,Martn Ral Acosta y Lara Daz,M,27,NA,NA,Uruguay,URU,1952 Summer,1952,Summer,Helsinki,Basketball,Basketball Men's Basketball,Bronze
745,Kazimierz Piotr Adach,M,23,162,60,Poland,POL,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Lightweight,Bronze
762,"Gordon Belgum ""Gordy"" Adam",M,21,NA,NA,United States,USA,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Eights,Gold
766,Ji Adam,M,25,187,83,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Modern Pentathlon,Modern Pentathlon Men's Team,Silver
772,"Michael B. ""Mike"" Adam",M,24,175,95,Canada,CAN,2006 Winter,2006,Winter,Torino,Curling,Curling Men's Curling,Gold
775,Otto Adam,M,26,NA,NA,Germany,GER,1936 Summer,1936,Summer,Berlin,Fencing,"Fencing Men's Foil, Team",Bronze
777,Pierre Louis Eugne Adam,M,24,NA,NA,France,FRA,1948 Summer,1948,Summer,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
785,Dariusz Adamczuk,M,22,179,78,Poland,POL,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,Silver
807,"Benjamin Willard ""Ben"" Adams",M,22,188,78,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Standing High Jump,Silver
807,"Benjamin Willard ""Ben"" Adams",M,22,188,78,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Standing Long Jump,Bronze
813,Edgar Holmes Adams,M,36,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Swimming,Swimming Men's Plunge For Distance,Silver
818,Harry Lester Adams,M,31,NA,NA,United States,USA,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team",Gold
830,Adrian Neil Adams,M,21,178,78,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Lightweight,Silver
830,Adrian Neil Adams,M,25,178,78,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Judo,Judo Men's Half-Middleweight,Silver
836,Platt Adams,M,27,188,78,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Standing High Jump,Gold
836,Platt Adams,M,27,188,78,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Standing Long Jump,Silver
849,Filip Kamil Adamski,M,29,189,87,Germany,GER,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Gold
850,Herbert Adamski,M,26,NA,NA,Germany,GER,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Pairs,Gold
851,Jerzy Adamski,M,23,171,58,Poland,POL,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Featherweight,Silver
882,Simon Addo,M,17,180,79,Ghana,GHA,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,Bronze
884,Eugene Addor,M,NA,NA,NA,Switzerland,SUI,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",Bronze
896,Olubayo Adefemi,M,22,181,82,Nigeria,NGR,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Silver
908,"Ayodele ""Dele"" Adeleye",M,19,190,80,Nigeria,NGR,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Silver
918,Ademir Roque Kaefer,M,24,179,74,Brazil,BRA,1984 Summer,1984,Summer,Los Angeles,Football,Football Men's Football,Silver
918,Ademir Roque Kaefer,M,28,179,74,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Football,Football Men's Football,Silver
923,Olapade Charles Adeniken,M,22,186,78,Nigeria,NGR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
953,Franck Adisson,M,23,180,70,France-1,FRA,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Bronze
953,Franck Adisson,M,26,180,70,France-1,FRA,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold
956,"Richard ""Richy""  Adjei",M,27,190,110,Germany-2,GER,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Two,Silver
957,Sammi Adjei,M,18,NA,NA,Ghana,GHA,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,Bronze
962,"Charles ""Chuck"" Adkins",M,20,NA,NA,United States,USA,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Light-Welterweight,Gold
963,Derrick Ralph Adkins,M,26,188,80,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres Hurdles,Gold
964,"Robert Edward ""Bob"" Adlard",M,32,NA,NA,Great Britain,GBR,1948 Summer,1948,Summer,London,Hockey,Hockey Men's Hockey,Silver
966,Daniel Adler,M,26,180,72,Brazil,BRA,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed Three Person Keelboat,Silver
967,Egon Adler,M,23,172,62,Germany,GER,1960 Summer,1960,Summer,Roma,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
973,Gregor Nils Henric Adlercreutz,M,37,NA,NA,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Equestrianism,"Equestrianism Men's Dressage, Team",Bronze
974,Nils August Domingo Adlercreutz,M,45,NA,NA,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
977,Erik William Adlerz,M,19,NA,NA,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Diving,Diving Men's Platform,Gold
977,Erik William Adlerz,M,19,NA,NA,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Diving,Diving Men's Plain High,Gold
977,Erik William Adlerz,M,27,NA,NA,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Diving,Diving Men's Platform,Silver
1000,Dainius Adomaitis,M,26,202,100,Lithuania,LTU,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Men's Basketball,Bronze
1017,Nathan Ghar-Jun Adrian,M,19,198,100,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
1017,Nathan Ghar-Jun Adrian,M,23,198,100,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Freestyle,Gold
1017,Nathan Ghar-Jun Adrian,M,23,198,100,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
1017,Nathan Ghar-Jun Adrian,M,23,198,100,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
1017,Nathan Ghar-Jun Adrian,M,27,198,100,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,Bronze
1017,Nathan Ghar-Jun Adrian,M,27,198,100,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,Bronze
1017,Nathan Ghar-Jun Adrian,M,27,198,100,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
1017,Nathan Ghar-Jun Adrian,M,27,198,100,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
1025,Attila Adrovicz,M,30,189,87,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
1046,Klaus Aeffke,M,24,189,82,Germany,GER,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Eights,Silver
1085,Maksim Sergeyevich Afinogenov,M,22,183,88,Russia,RUS,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
